"","state.abb","name","population","id","missing_2020","missing_2021","Notes","source"
"518","GA","barrow county",83975,224010,"","","",""
"519","GA","glynn county",84471,40227,"","","",""
"520","GA","dougherty county",85153,41737,"","","",""
"521","GA","rockdale county",93644,32459,"","","",""
"522","GA","walton county",97153,71037,"","","",""
"523","GA","floyd county",98575,1036270,"","","",""
"524","GA","whitfield county",102776,91392,"","","",""
"525","GA","bartow county",109296,48715,"","","",""
"526","GA","newton county",112843,1238088,"","","",""
"527","GA","lowndes county",118415,32455,"","","",""
"528","GA","fayette county",119483,50297,"","","",""
"529","GA","carroll county",119484,1266187,"","","",""
"530","GA","clarke county",128550,NA,"missing","missing","consolidated government of",""
"531","GA","douglas county",144552,32447,"","","",""
"532","GA","coweta county",146725,70796,"","","",""
"533","GA","columbia county",156849,32442,"","","",""
"534","GA","bibb county",157025,NA,"missing","missing","consolidated government of",""
"535","GA","houston county",164343,NA,"missing","missing","",""
"536","GA","paulding county",169570,45390,"","","",""
"537","GA","hall county",203735,32450,"","","",""
"538","GA","richmond county",206526,NA,"missing","missing","consolidated government of Augusta-Richmond County, reported in Augusta report",""
"539","GA","muscogee county",206998,NA,"missing","missing","consolidated in Columbus","https://www.columbusga.gov/portals/finance/accounting-resources/ACFR_FY22.pdf"
"540","GA","henry county",241848,32658,"","","",""
"541","GA","forsyth county",252878,45852,"","","",""
"542","GA","cherokee county",268175,44158,"","","",""
"543","GA","chatham county",295064,32541,"","","",""
"544","GA","clayton county",297623,198255,"","","",""
"545","GA","dekalb county",764420,32445,"","","",""
"546","GA","cobb county",766374,32440,"","","",""
"547","GA","gwinnett county",958005,198256,"","","",""
"548","GA","fulton county",1069370,169817,"","","",""
"549","HI","kalawao county",80,NA,"missing","missing","can't find",""
"550","HI","kauai county",73186,96559,"","","",""
"551","HI","maui county",164760,32667,"","","",""
"552","HI","hawaii county",200712,32665,"","","",""
"553","HI","honolulu county",1012305,111562,"","","city and county Honolulu",""
"554","IA","adams county",3710,113319,"","","",""
"555","IA","ringgold county",4642,113362,"","","",""
"556","IA","audubon county",5681,113321,"","","",""
"557","IA","taylor county",5865,65193,"","","",""
"558","IA","osceola county",6202,113357,"","","",""
"559","IA","wayne county",6504,113367,"","","",""
"560","IA","fremont county",6567,113335,"","","",""
"561","IA","ida county",7019,113343,"","","",""
"562","IA","pocahontas county",7067,113360,"","","",""
"563","IA","van buren county",7217,113365,"","","",""
"564","IA","worth county",7435,113369,"","","",""
"565","IA","adair county",7494,96560,"","","",""
"566","IA","monroe county",7597,113354,"","","",""
"567","IA","decatur county",7605,113331,"","","",""
"568","IA","lucas county",8620,113350,"","","",""
"569","IA","monona county",8746,105613,"","","",""
"570","IA","greene county",8752,113336,"","","",""
"571","IA","palo alto county",8989,113359,"","","",""
"572","IA","davis county",9112,96566,"","","",""
"573","IA","emmet county",9335,113333,"","","",""
"574","IA","howard county",9492,53474,"","","",""
"575","IA","humboldt county",9595,113342,"","","",""
"576","IA","clarke county",9726,113329,"","","",""
"577","IA","sac county",9794,113363,"","","",""
"578","IA","calhoun county",9882,113326,"","","",""
"579","IA","franklin county",9997,113334,"","","",""
"580","IA","keokuk county",10012,113348,"","","",""
"581","IA","montgomery county",10330,113355,"","","",""
"582","IA","mitchell county",10588,113353,"","","",""
"583","IA","guthrie county",10613,113337,"","","",""
"584","IA","winnebago county",10662,113368,"","","",""
"585","IA","hancock county",10757,113338,"","","",""
"586","IA","louisa county",10821,96571,"","","",""
"587","IA","cherokee county",11663,105591,"","","",""
"588","IA","shelby county",11723,43597,"","","",""
"589","IA","lyon county",11927,92063,"","","",""
"590","IA","chickasaw county",11990,113328,"","","",""
"591","IA","union county",12132,92069,"","","",""
"592","IA","appanoose county",12285,113320,"","","",""
"593","IA","grundy county",12334,92061,"","","",""
"594","IA","wright county",12915,113370,"","","",""
"595","IA","cass county",13118,92054,"","","",""
"596","IA","allamakee county",14068,33296,"","","",""
"597","IA","obrien county",14154,NA,"missing","missing","",""
"598","IA","butler county",14332,113325,"","","",""
"599","IA","mills county",14399,33308,"","","",""
"600","IA","harrison county",14564,113340,"","","",""
"601","IA","kossuth county",14794,113349,"","","",""
"602","IA","hamilton county",15008,96568,"","","",""
"603","IA","page county",15196,113358,"","","",""
"604","IA","floyd county",15590,64870,"","","",""
"605","IA","jefferson county",15693,113346,"","","",""
"606","IA","clay county",16335,113330,"","","",""
"607","IA","crawford county",16490,64867,"","","",""
"608","IA","madison county",16628,33306,"","","",""
"609","IA","iowa county",16654,113344,"","","",""
"610","IA","hardin county",16820,113339,"","","",""
"611","IA","clayton county",17030,33299,"","","",""
"612","IA","tama county",17077,43110,"","","",""
"613","IA","delaware county",17456,113332,"","","",""
"614","IA","dickinson county",17766,42681,"","","",""
"615","IA","cedar county",18491,44247,"","","",""
"616","IA","poweshiek county",18628,113361,"","","",""
"617","IA","fayette county",19445,64869,"","","",""
"618","IA","jackson county",19452,113345,"","","",""
"619","IA","winneshiek county",20037,33315,"","","",""
"620","IA","henry county",20451,113341,"","","",""
"621","IA","buchanan county",20606,113323,"","","",""
"622","IA","jones county",20653,113347,"","","",""
"623","IA","carroll county",20721,NA,"missing","missing","can't find",""
"624","IA","buena vista county",20809,113324,"","","",""
"625","IA","mahaska county",22147,113351,"","","",""
"626","IA","washington county",22540,113366,"","","",""
"627","IA","bremer county",25003,92053,"","","",""
"628","IA","benton county",25534,65188,"","","",""
"629","IA","plymouth county",25689,33309,"","","",""
"630","IA","boone county",26700,113322,"","","",""
"631","IA","marion county",33408,33307,"","","",""
"632","IA","lee county",33520,33304,"","","",""
"633","IA","wapello county",35330,64872,"","","",""
"634","IA","sioux county",35887,113364,"","","",""
"635","IA","webster county",36985,33314,"","","",""
"636","IA","jasper county",37810,33303,"","","",""
"637","IA","des moines county",38816,33301,"","","",""
"638","IA","marshall county",40093,113352,"","","",""
"639","IA","cerro gordo county",43023,33298,"","","",""
"640","IA","muscatine county",43141,113356,"","","",""
"641","IA","clinton county",46432,33300,"","","",""
"642","IA","warren county",52588,33313,"","","",""
"643","IA","pottawattamie county",93670,33311,"","","",""
"644","IA","story county",98645,64871,"","","",""
"645","IA","dubuque county",99291,33302,"","","",""
"646","IA","dallas county",100473,64868,"","","",""
"647","IA","woodbury county",105904,33316,"","","",""
"648","IA","black hawk county",131034,33297,"","","",""
"649","IA","johnson county",153042,56169,"","","",""
"650","IA","scott county",174596,33312,"","","",""
"651","IA","linn county",230411,33305,"","","",""
"652","IA","polk county",492997,33310,"","","",""
"653","ID","clark county",791,NA,"missing","missing","can't find",""
"654","ID","camas county",1083,NA,"missing","missing","can't find",""
"655","ID","butte county",2583,NA,"missing","missing","can't find",""
"656","ID","lewis county",3528,NA,"missing","missing","can't find",""
"657","ID","custer county",4265,NA,"missing","missing","can't find",""
"658","ID","adams county",4425,NA,"missing","","can't find",""
"659","ID","oneida county",4562,NA,"missing","missing","can't find",""
"660","ID","lincoln county",5129,NA,"missing","missing","can't find",""
"661","ID","bear lake county",6367,NA,"missing","","can't find",""
"662","ID","caribou county",7012,NA,"missing","missing","can't find",""
"663","ID","boise county",7662,32675,"","","",""
"664","ID","power county",7877,NA,"missing","","can't find",""
"665","ID","lemhi county",7958,NA,"missing","","only 2021","https://www.lemhicountyidaho.org/sites/g/files/vyhlif7506/f/uploads/2021_auditors_report_-_lemhi_county.pdf"
"666","ID","clearwater county",8752,44812,"","","",""
"667","ID","benewah county",9576,NA,"missing","missing","can't find",""
"668","ID","washington county",10559,NA,"missing","missing","can't find",""
"669","ID","teton county",11735,111589,"","","uploaded files to portal",""
"670","ID","valley county",11842,32681,"","","",""
"671","ID","owyhee county",11994,51717,"","","",""
"672","ID","boundary county",12137,32676,"","","",""
"673","ID","shoshone county",13195,32680,"","","",""
"674","ID","fremont county",13414,32677,"","","only 2020",""
"675","ID","franklin county",14284,NA,"missing","missing","can't find",""
"676","ID","gooding county",15643,NA,"missing","missing","can't find",""
"677","ID","idaho county",16588,NA,"missing","missing","can't find",""
"678","ID","gem county",19274,NA,"missing","","can't find",""
"679","ID","minidoka county",21666,111584,"","","",""
"680","ID","jerome county",24268,NA,"missing","","can't find",""
"681","ID","blaine county",24342,111566,"","","",""
"682","ID","cassia county",24760,57574,"","","",""
"683","ID","payette county",25583,NA,"missing","","can't find",""
"684","ID","elmore county",28669,NA,"missing","missing","can't find",""
"685","ID","jefferson county",31077,NA,"missing","","uploaded file to portal 2021, 2022, NO 2020","http://www.co.jefferson.id.us/259/Audit-and-Budget"
"686","ID","latah county",39629,111580,"","","",""
"687","ID","nez perce county",42141,111585,"","","",""
"688","ID","bonner county",47402,43238,"","","",""
"689","ID","bingham county",48106,32674,"","","",""
"690","ID","madison county",52929,NA,"missing","","dead website",""
"691","ID","bannock county",87270,49657,"","","uploaded file to portal",""
"692","ID","twin falls county",90361,111590,"","","",""
"693","ID","bonneville county",124716,111567,"","","",""
"694","ID","kootenai county",172790,32679,"","","",""
"695","ID","canyon county",232998,111570,"","","",""
"696","ID","ada county",498260,43410,"","","",""
"697","IL","hardin county",3641,96813,"","missing","can't find",""
"698","IL","pope county",3758,73590,"","","",""
"699","IL","calhoun county",4404,211181,"","","",""
"700","IL","gallatin county",4938,72116,"","","can't find",""
"701","IL","scott county",4941,73901,"","","",""
"702","IL","pulaski county",5160,73628,"","","",""
"703","IL","alexander county",5173,32765,"","","",""
"704","IL","stark county",5391,74080,"","","",""
"705","IL","putnam county",5631,73631,"","","",""
"706","IL","edwards county",6208,NA,"missing","missing","can't find",""
"707","IL","brown county",6233,211175,"","","",""
"708","IL","henderson county",6334,72358,"","","can't find",""
"709","IL","schuyler county",6871,73894,"","","",""
"710","IL","hamilton county",7997,72287,"","","",""
"711","IL","jasper county",9240,72525,"","","",""
"712","IL","cumberland county",10429,71742,"","","",""
"713","IL","wabash county",11315,74335,"","","",""
"714","IL","marshall county",11706,111753,"","","",""
"715","IL","greene county",11936,72252,"","","",""
"716","IL","menard county",12271,72993,"","","",""
"717","IL","cass county",12985,48134,"","","",""
"718","IL","mason county",13057,72935,"","","",""
"719","IL","clay county",13271,71639,"","","",""
"720","IL","johnson county",13322,NA,"missing","missing","can't find",""
"721","IL","ford county",13517,72030,"","","can't find",""
"722","IL","washington county",13731,74373,"","","",""
"723","IL","white county",13807,74466,"","","",""
"724","IL","massac county",14138,1036300,"","","",""
"725","IL","moultrie county",14476,73126,"","","only 2021",""
"726","IL","pike county",14641,32783,"","missing","",""
"727","IL","lawrence county",15258,111752,"","","can't find",""
"728","IL","clark county",15423,71634,"","","can't find",""
"729","IL","de witt county",15450,NA,"missing","missing","",""
"730","IL","mercer county",15627,64813,"","","can't find",""
"731","IL","carroll county",15667,211182,"","","",""
"732","IL","richland county",15778,73686,"","","",""
